nsubj,correct_root,wrong_root,original_sentence,masked_sentence,bert_large_uncase,bert_base_uncase,SL,SVD,All_NN_BEF,NV_BEF,SL_BEF,Attractor,NEAR_NVD,Attractor%,number
sites,attach,attaches,most sites that require a payment upon usage attach some type of guarantee with their services .,most sites that require a payment upon usage [MASK] some type of guarantee with their services .,attach,attach,17,7,2,1,8,2,1,,pl
seasons,feel,feels,seasons of veronica mars i am nominating this topic because i feel it meets the featured topic criteria .,seasons of veronica mars i am nominating this topic because i [MASK] it meets the featured topic criteria .,feel,feel,19,11,1,1,11,1,3,,pl
countries,do,does,"however , its history starts in 1989 when the countries of portuguese language gathered in são luís do maranhão in brazil to create a base for a portuguese language community .","however , its history starts in 1989 when the countries of portuguese language gathered in são luís [MASK] maranhão in brazil to create a base for a portuguese language community .",do,do,31,8,2,2,17,2,5,,pl
headlines,say,says,all the headlines in your source say .,all the headlines in your source [MASK] .,says,says,8,4,1,0,6,1,1,,pl
sources,suggest,suggests,"sources in the article certainly suggest notability [ 2 ] , [ 3 ] .","sources in the article certainly [MASK] notability [ 2 ] , [ 3 ] .",suggest,suggest,15,5,1,0,5,1,2,,pl
departments,include,includes,"departments in the building include automotive mechanics ; heating , ventilation , air conditioning , and refrigeration technology ; and industrial maintenance technology .","departments in the building [MASK] automotive mechanics ; heating , ventilation , air conditioning , and refrigeration technology ; and industrial maintenance technology .",include,include,24,4,1,0,4,1,1,,pl
websites,include,includes,other websites covered in the series include www .,other websites covered in the series [MASK] www .,include,include,9,5,1,1,6,1,1,,pl
manufacturers,provide,provides,"due to the highly proprietary nature of robot software , most manufacturers of robot hardware also provide their own software .","due to the highly proprietary nature of robot software , most manufacturers of robot hardware also [MASK] their own software .",provide,provide,21,5,5,0,16,5,2,,pl
patients,have,has,patients with chronic pain frequently have depression and other psychiatric syndromes that make their pain worse and harder to treat .,patients with chronic pain frequently [MASK] depression and other psychiatric syndromes that make their pain worse and harder to treat .,have,have,21,5,1,0,5,1,2,,pl
horses,do,does,"horses making a chewing motion with no food in the mouth do so as a soothing mechanism , possibly linked to a release of tension , though some horse trainers view it as an expression of submission .","horses making a chewing motion with no food in the mouth [MASK] so as a soothing mechanism , possibly linked to a release of tension , though some horse trainers view it as an expression of submission .",do,do,38,11,3,2,11,3,1,,pl
students,have,has,"students and faculty also have access to the university 's library , the library of congress , specialized agency libraries , and other area law libraries electronically .","students and faculty also [MASK] access to the university 's library , the library of congress , specialized agency libraries , and other area law libraries electronically .",have,have,28,4,1,0,4,1,2,,pl
models,deserve,deserves,"i think all professional models who were on the cover of sports illustrated swimsuit issue , any major vogue cover or in the victoria 's secret fashion show deserve a page .","i think all professional models who were on the cover of sports illustrated swimsuit issue , any major vogue cover or in the victoria 's secret fashion show [MASK] a page .",deserve,deserves,32,24,8,2,28,7,1,,pl
additions,include,includes,"the latest additions to the emory campus include the rollins school of public health , the o .","the latest additions to the emory campus [MASK] the rollins school of public health , the o .",include,include,18,5,1,0,7,1,1,,pl
columns,have,has,the cluster columns that hold up the cupola have elaborate mouldings and capitals .,the cluster columns that hold up the cupola [MASK] elaborate mouldings and capitals .,has,has,14,6,2,1,8,2,1,,pl
definitions,include,includes,"hence , some state definitions of assault weapon explicitly include assault rifles .","hence , some state definitions of assault weapon explicitly [MASK] assault rifles .",include,include,13,5,3,0,9,3,2,,pl
branches,separate,separates,"the former danube flood plain is now controlled in the 4 branches , or fingers , of the river , as they separate and then rejoin , all within vienna , along the southwest edge of donaustadt .","the former danube flood plain is now controlled in the 4 branches , or fingers , of the river , as they [MASK] and then rejoin , all within vienna , along the southwest edge of donaustadt .",separate,separate,38,11,3,1,22,2,4,,pl
uses,go,goes,the early uses of petroleum go back thousands of years .,the early uses of petroleum [MASK] back thousands of years .,go,go,11,3,1,0,5,1,1,,pl
people,call,calls,in afrikaans we jumped on that stage and laid the foundation for what people today call cabaret in this country .,in afrikaans we jumped on that stage and laid the foundation for what people today [MASK] cabaret in this country .,call,call,21,2,3,2,15,3,1,,pl
details,indicate,indicates,"fdc staff noted that the wmf does not provide details about its expenses by program area , and that the numbers in its report indicate a risk of a significant underspend .","fdc staff noted that the wmf does not provide details about its expenses by program area , and that the numbers in its report [MASK] a risk of a significant underspend .",indicate,indicate,32,15,5,2,24,3,1,,pl
